id,age,year,wrkstat,hrs1,marital,agekdbrn,sibs,chathr,emailhr,postlife,sex,othlang,born,engunite,payexec,comwht,race,realrinc,educ,grass,degree,letters,aged,realinc,childs,abpoor,abany,prestg80,mapres80,papres80,wordsum,pasei,masei,god,numcong,grass_missing
2656,54,2000,"temp not working",,"married",22,9,,,"no","male","no","yes","strongly agree",70000,90,"white",,10,"not legal","lt high school",,"depends",9143,5,,,44,30,40,,37.3,27.3,,,"not legal"
2657,56,2000,"working fulltime",72,"separated",16,3,,0,,"female","no","yes","agree",200000,99,"white",9143,10,,"lt high school",,,9143,7,"no","no",31,,,,,,,,.a
2658,41,2000,"working parttime",30,"divorced",22,4,,,"yes","female","yes","yes","agree",100000,75,"white",5985,12,,"high school",,,5985,3,"no","no",60,,,,,,,,.a
2659,30,2000,"working fulltime",45,"never married",24,2,,,"yes","male","no","no","agree",120000,80,"white",21612,12,"legal","high school",,"a bad idea",21612,1,"no","yes",30,28,34,,48.6,17.1,,200,"legal"
2660,40,2000,"working fulltime",80,"married",28,3,0,1,,"female",,"yes",,,,"white",15793,15,,"junior college",,"a good idea",21612,2,"no","no",37,66,24,7,38.4,73.2,"know god exists",800,.b
2661,48,2000,"working fulltime",40,"married",39,1,0,2,"yes","female",,"yes",,,,"white",,12,,"high school","6-10",,,2,"no","no",31,,49,7,64.1,,,,.a
2662,60,2000,"keeping house",,"married",18,11,,,"yes","female",,"yes",,,,"white",4987,9,"not legal","lt high school","3-5","a good idea",18287,2,,,28,33,47,6,48.5,24.8,"know god exists",300,"not legal"
2663,61,2000,"keeping house",,"married",22,5,,,"yes","female",,"yes",,,,"white",,12,,"high school","1-2",,18287,2,"no","no",28,,40,5,37.3,,"know god exists",450,.a
2664,33,2000,"working fulltime",45,"widowed",,2,,0,"no","male","no","yes","agree",100000,90,"white",18287,12,,"high school",,,24937,0,"no","no",30,,23,,26.5,,,,.a
2665,61,2000,"unempl, laid off",,"widowed",17,0,,,,"male",,"yes",,,,"white",12468,12,"not legal","high school",,"a bad idea",18287,4,,"no",47,,40,7,37.3,,"believe but doubts",,"not legal"
2666,50,2000,"working fulltime",38,"married",21,4,,,"yes","female","no","yes","strongly agree","> 1000000",80,"white",14131,12,"not legal","high school",,"a good idea",29925,2,"no","no",65,17,31,,26.9,29,,3000,"not legal"
2667,79,2000,"retired",,"married",26,8,,,"yes","male","no","yes","strongly agree","> 1000000",95,"white",,12,"not legal","high school",,"a bad idea",24937,3,"no","no",51,,22,,37.4,,,700,"not legal"
2668,27,2000,"working parttime",45,"never married",,1,0,1,,"male",,"yes",,,,"white",5985,16,"not legal","high school",,"a good idea",5985,0,"no","no",35,32,36,7,28.6,38.9,,800,"not legal"
2669,22,2000,"working fulltime",36,"never married",,2,,,,"female","yes","yes","disagree",600000,75,"white",10806,13,,"high school",,,10806,0,"yes","yes",28,,42,,39,,,250,.a
2670,54,2000,"keeping house",,"married",22,0,,,"no","female","no","yes","agree",,95,"white",,14,"not legal","junior college",,"a bad idea",,3,,,,33,,,,27.7,,1000,"not legal"
2671,32,2000,"working parttime",32,"married",29,1,,,"yes","female","yes","yes","agree",200000,50,"white",7481,15,,"high school",,,12468,1,"no","no",29,47,44,,50.7,38,,,.a
2672,48,2000,"working fulltime",42,"never married",,1,,,"yes","female",,"yes",,,,"white",333,20,"legal","graduate","1-2","a good idea",14131,0,,,35,,44,7,50.7,,"know god exists",800,"legal"
2673,66,2000,"other",,"married",,4,,,"yes","female",,"yes",,,,"white",4322,7,"not legal","lt high school","0","a good idea",18287,,,,42,,,4,,,,500,"not legal"
2674,31,2000,"keeping house",,"married",27,1,,,"yes","female",,"yes",,,,"white",10806,14,,"high school","3-5",,24937,2,"no","no",47,28,44,,38.2,17.1,"know god exists",,.a
2675,69,2000,"retired",,"married",17,6,,,"yes","male","no","yes","agree",,1,"black",,8,,"lt high school",,,3657,1,"no","no",40,,26,,32.1,,,250,.a
2676,51,2000,"working fulltime",35,"married",15,9,,,"yes","female",,"yes",,,,"black",2327,10,,"lt high school","0",,2327,6,"no","no",20,31,40,,37.3,27.5,"know god exists",700,.a
2677,50,2000,"working fulltime",48,"divorced",18,2,,,"yes","female","no","yes","disagree",50000,0,"black",12468,12,"not legal","high school",,"a good idea",12468,4,"no","no",36,22,34,,30.2,22.7,,250,"not legal"
2678,34,2000,"working fulltime",43,"divorced",23,5,,,"yes","male","no","yes","agree",100000,75,"white",18287,15,"legal","junior college",,"a good idea",18287,1,"yes","yes",25,35,,,,57.1,,,"legal"
2679,38,2000,"working fulltime",32,"divorced",28,1,,,"yes","male",,"yes",,,,"white",18287,12,,"high school","0",,,1,"no","no",30,31,47,6,48.5,27.5,,500,.a
2680,57,2000,"working fulltime",40,"married",24,3,10,5,"yes","male","no","yes","agree",150000,95,"white",14131,12,"not legal","high school",,"a good idea",29925,2,,,71,28,40,,37.3,17.1,,25,"not legal"
2681,45,2000,"working fulltime",40,"married",23,4,,,"no","female",,"yes",,,,"white",9143,10,"not legal","lt high school","3-5","a good idea",44887,2,,,42,35,34,4,37.2,37.9,"know god exists",150,"not legal"
2682,42,2000,"temp not working",,"married",19,10,,3,"yes","male",,"yes",,,,"white",9143,11,,"lt high school","6-10",,9143,1,"no","no",27,,40,5,37.3,,"believe but doubts",75,.a
2683,36,2000,"working fulltime",40,"married",29,1,,,"yes","male","no","yes","strongly agree",100000,80,"white",12468,12,"not legal","high school",,"a good idea",12468,2,,,27,46,47,,48.5,38.4,,40,"not legal"
2684,82,2000,"keeping house",,"widowed",27,4,,,"yes","female","no","yes","agree",,100,"white",,12,,"high school",,,9143,1,"no","yes",30,,40,,37.3,,,50,.a
2685,30,2000,"working fulltime",,"never married",,6,,,"yes","male",,"yes",,,,"white",7481,10,"not legal","lt high school","0","a good idea",7481,0,,,17,36,47,5,48.5,32,"know god exists",100,"not legal"
2686,82,2000,"retired",,"divorced",,4,,,,"female",,"yes",,,,"white",,8,"not legal","lt high school",,"depends",29925,0,"yes",,42,,40,4,37.3,,"know god exists",60,"not legal"
2687,79,2000,"keeping house",,"widowed",16,10,,,"no","female","no","yes","agree",,,"white",,3,"not legal","lt high school",,"a good idea",4322,2,,,17,,,,,,,,"not legal"
2688,68,2000,"keeping house",,"never married",,9,,,"yes","female",,"yes",,,,"white",,17,,"high school","6-10",,12468,0,"no","no",66,,35,4,36.4,,"know god exists",1000,.a
2689,77,2000,"retired",,"widowed",,3,,,"yes","female",,"yes",,,,"white",,12,,"high school","26-50",,5985,0,"no","no",29,,39,7,34.2,,"know god exists",150,.a
2690,70,2000,"retired",,"divorced",,5,0,2,"yes","female",,"yes",,,,"white",,12,,"high school","6-10",,4322,0,"yes","no",44,51,,7,,63.5,,1200,.a
2691,66,2000,"retired",,"never married",,5,,,,"male",,"yes",,,,"white",,13,"not legal","high school",,"a good idea",4987,0,"no","no",68,,40,8,37.3,,"know god exists",,"not legal"
2692,55,2000,"retired",,"married",20,4,,,"yes","male","no","yes","agree",100000,90,"white",,12,"not legal","high school",,"a good idea",14131,3,,,42,60,30,,36.5,43.7,,300,"not legal"
2693,45,2000,"working parttime",8,"divorced",19,11,,,"yes","male","no","yes","agree",500000,90,"white",333,12,,"high school",,,333,2,"no","no",39,51,22,,28.4,44.7,,100,.a
2694,42,2000,"working parttime",30,"divorced",26,4,0,0,"yes","female","no","yes","disagree",100000,70,"white",9143,12,"not legal","high school",,"a good idea",9143,2,,,39,60,50,,62.5,43.7,,40,"not legal"
2695,89,2000,"keeping house",,"widowed",22,7,,,"yes","female",,"yes",,,,"white",,8,"not legal","lt high school",,"depends",3657,5,,,44,,40,5,37.3,,"know god exists",150,"not legal"
2696,83,2000,"retired",,"divorced",21,4,,,"yes","female","no","yes","agree",,70,"white",,6,,"lt high school",,,4322,2,,"no",30,,34,,31.3,,,,.a
2697,85,2000,"keeping house",,"widowed",16,2,,,"yes","female","no","yes","agree",,90,"white",,6,"not legal","lt high school",,"depends",4322,7,"no","no",,,40,,37.3,,,140,"not legal"
2698,19,2000,"working fulltime",35,"never married",17,3,,,"yes","female","yes","yes","agree",70000,65,"white",10806,11,"not legal","lt high school",,"a good idea",10806,1,"no","no",35,35,30,,28.2,26.7,,120,"not legal"
2699,28,2000,"working fulltime",30,"separated",21,3,,,"no","female","no","yes",,,60,"white",,12,"not legal","high school",,"a good idea",2327,2,"no","no",36,35,30,,31.5,26.7,,40,"not legal"
2700,30,2000,"working fulltime",48,"married",21,0,0,1,"yes","male",,"yes",,,,"white",21612,12,,"high school","0","a bad idea",29925,2,,,43,,40,6,37.3,,"know god exists",80,.b
2701,37,2000,"keeping house",,"married",21,4,,,"yes","female","yes","yes","agree",100000,100,"white",,12,"not legal","high school",,"a good idea",36575,3,"no","no",69,,39,,34.2,,,100,"not legal"
2702,21,2000,"working parttime",20,"never married",,6,,,"yes","male",,"yes",,,,"white",333,9,,"lt high school","1-2",,1330,0,"no","no",37,20,40,3,32.3,21.2,"no way to find out",,.a
2703,19,2000,"keeping house",,"married",17,3,,,,"female",,"yes",,,,"white",,10,"not legal","lt high school",,"a good idea",7481,2,"no","no",,20,30,3,29.4,21.2,"know god exists",40,"not legal"
2704,24,2000,"working fulltime",40,"never married",22,1,,0,"yes","male","no","yes","agree",75000,95,"white",12468,13,"not legal","high school",,"a good idea",24937,1,,,47,,30,,31.5,,,,"not legal"
2705,45,2000,"working fulltime",60,"married",19,3,0,2,"yes","female",,"yes",,,,"white",14131,14,"legal","junior college","1-2","a good idea",36575,1,,,36,,51,6,63.5,,"know god exists",,"legal"
2706,41,2000,"working fulltime",40,"never married",,1,,,"no","male","no","yes","agree",100000,50,"white",,12,,"high school",,,12468,0,"no","no",30,29,33,,33.6,33.1,,,.a
2707,70,2000,"working parttime",20,"married",,9,,,"yes","female",,"yes",,,,"white",2327,8,,"lt high school","6-10",,12468,0,"no","no",20,,36,4,28.6,,"know god exists",150,.a
2708,60,2000,"keeping house",,"married",21,1,,,,"female",,"yes",,,,"white",,10,"not legal","lt high school",,"a good idea",9143,1,"yes","yes",47,32,34,7,32.8,38.9,"know god exists",,"not legal"
2709,47,2000,"keeping house",,"married",,2,2,1,"yes","female","no","yes","strongly agree","> 1000000",50,"white",,16,"legal","bachelor",,"a bad idea",24937,0,,,60,,51,,63.5,,,25,"legal"
2710,47,2000,"working fulltime",40,"divorced",19,6,,0,"no","female","no","yes","strongly agree",70000,100,"white",5985,10,,"high school",,,5985,1,"no","no",51,31,45,,38.1,46.8,,,.a
2711,36,2000,"working fulltime",48,"married",19,2,8,1,,"female",,"yes",,,,"white",21612,13,"not legal","high school",,"depends",44887,2,"yes","yes",51,47,34,7,32.8,38,"know god exists",40,"not legal"
2712,23,2000,"working fulltime",41,"married",,1,,,"yes","female","no","yes","agree",60000,70,"white",7481,12,"not legal","high school",,"a good idea",21612,0,"no",,28,55,25,,40,56.6,,,"not legal"
2713,55,2000,"working fulltime",65,"divorced",17,2,,,"no","female","no","no","strongly agree",,,"white",15793,14,"not legal","high school",,"a bad idea",15793,2,"no","no",47,,,,,,,,"not legal"
2714,43,2000,"working fulltime",40,"married",34,4,,,"yes","female","no","yes","strongly agree",200000,50,"white",24937,12,"not legal","high school",,"a bad idea",44887,1,"no","no",51,,44,,35.4,,,250,"not legal"
2715,28,2000,"keeping house",,"married",20,4,,12,"yes","female","no","yes","disagree",800000,65,"white",,13,,"high school",,,24937,1,"no","yes",36,74,,,,87,,100,.a
2716,79,2000,"retired",,"widowed",,3,,,"yes","female","no","yes","agree",,75,"white",,9,"not legal","lt high school",,"a bad idea",5985,0,,,36,,40,,37.3,,,150,"not legal"
2717,53,2000,"retired",,"married",23,7,,,,"male",,"yes",,,,"white",,13,"not legal","high school",,"depends",66500,5,"yes","yes",50,,50,6,48.9,,"know god exists",,"not legal"
2718,40,2000,"working fulltime",40,"married",28,3,,0,"yes","male","no","yes","agree",,95,"white",29925,14,"not legal","junior college",,"depends",36575,1,,,39,,51,,62,,,,"not legal"
2719,38,2000,"working fulltime",45,"married",29,7,,,"yes","male","no","yes","strongly agree",100000,55,"white",29925,12,"not legal","high school",,"a good idea",54862,2,"yes","yes",60,40,50,,32.7,30.7,,500,"not legal"
2720,37,2000,"temp not working",,"married",25,8,,3,"yes","male","no","yes","strongly agree",250000,85,"white",36575,12,"not legal","high school",,"a good idea",36575,1,,,30,,61,,76.3,,,150,"not legal"
2721,39,2000,"working fulltime",40,"married",19,6,0,4,"no","female",,"yes",,,,"black",14131,14,"not legal","high school","0","a bad idea",44887,4,,,59,20,44,5,35.4,21.2,,80,"not legal"
2722,19,2000,"school",,"never married",,0,0,1,"yes","male",,"yes",,,,"white",,12,"legal","high school","0","a bad idea",54862,4,,,,47,49,5,64.1,38,,500,"legal"
2723,39,2000,"working fulltime",42,"married",21,2,,0,"yes","male","no","yes","strongly agree",,80,"white",44887,13,"not legal","high school",,"a bad idea",54862,2,,,26,36,43,,44.8,25.5,,,"not legal"
2724,54,2000,"other",,"married",25,1,,,"yes","female",,"yes",,,,"white",,12,,"high school","6-10",,36575,1,"yes","yes",41,,30,5,29.4,,,1400,.a
2725,31,2000,"working fulltime",40,"married",24,1,0,0,,"female",,"yes",,,,"white",12468,12,"not legal","high school",,"a good idea",36575,2,"no","no",34,,,5,,,,300,"not legal"
2726,55,2000,"working fulltime",40,"divorced",,3,,0,"no","female","no","yes","agree",,80,"white",24937,14,"not legal","high school",,"a good idea",24937,0,,,36,40,27,,37.3,30.7,,,"not legal"
2727,50,2000,"keeping house",,"married",20,2,0,5,,"female",,"yes",,,,"white",7481,13,"not legal","high school",,"a bad idea",54862,2,"no","yes",47,46,38,5,62.2,38.4,"know god exists",2000,"not legal"
2728,36,2000,"working fulltime",50,"married",24,3,0,0,"no","female",,"yes",,,,"white",21612,16,,"bachelor","16-25",,54862,2,"yes","yes",64,66,54,8,49.6,80.3,"some higher power",500,.a
2729,40,2000,"keeping house",,"married",19,2,,0,"yes","female","no","yes","agree",500000,70,"white",,13,,"high school",,,54862,3,"yes","yes",46,,51,,63.5,,,,.a
2730,51,2000,"working fulltime",41,"married",20,5,,7,"yes","female",,"yes",,,,"black",29925,14,"not legal","high school","6-10","a bad idea",,2,,,35,,30,5,42.4,,,350,"not legal"
2731,38,2000,"working fulltime",40,"married",21,1,,0,,"female","no","yes","agree",,60,"white",15793,13,"not legal","high school",,"a good idea",36575,2,,,34,46,,,,38.4,,,"not legal"
2732,63,2000,"working fulltime",55,"widowed",20,4,,,,"male",,"yes",,,,"white",14131,6,,"lt high school",,"a bad idea",29925,2,"no","no",30,,,4,,,,,.b
2733,31,2000,"working fulltime",40,"married",,2,,,"yes","female","no","yes","strongly agree",300000,44,"white",36575,17,"not legal","bachelor",,"a good idea",141038,0,"no","no",73,48,32,,38.9,67,,,"not legal"
2734,36,2000,"working fulltime",44,"married",23,2,,1,"yes","male","no","yes","agree",,60,"white",54862,12,"legal","high school",,"a good idea",66500,2,,,43,47,50,,47.6,38,,150,"legal"
2735,32,2000,"keeping house",,"married",26,1,,1,"yes","female","no","yes","agree",80000,60,"white",,12,,"high school",,,44887,2,"no","no",45,46,64,,86.6,38.4,,300,.a
2736,39,2000,"working fulltime",42,"married",27,2,,0,"yes","male","no","yes",,500000,40,"white",,16,,"bachelor",,,44887,4,"no","no",73,40,51,,63.5,53.3,,,.a
2737,68,2000,"retired",,"married",21,5,,,"yes","female","no","yes","agree",,60,"white",,16,,"bachelor",,,36575,3,"yes","yes",66,,31,,26.9,,,100,.a
2738,35,2000,"working fulltime",54,"divorced",22,2,0,0,"yes","male",,"yes",,,,"white",21612,12,"not legal","high school","0","a good idea",21612,1,,,54,17,51,5,63.5,29,"know god exists",150,"not legal"
2739,81,2000,"retired",,"widowed",19,2,,,"yes","female",,"yes",,,,"white",,14,,"high school","6-10",,,3,"no","no",66,,43,5,44.8,,"know god exists",600,.a
2740,58,2000,"working fulltime",40,"divorced",22,2,,0,"yes","female",,"yes",,,,"white",29925,18,"legal","graduate","50+","a bad idea",29925,3,,,64,,33,9,27.7,,"know god exists",200,"legal"
2741,35,2000,"working fulltime",50,"married",,2,0,10,"yes","female",,"yes",,,,"white",21612,16,,"bachelor","6-10",,44887,0,"no","no",39,36,73,7,92.8,26.4,"know god exists",1500,.a
2742,54,2000,"working fulltime",55,"divorced",,2,0,1,,"female",,"yes",,,,"white",36575,20,"legal","graduate",,"a good idea",36575,0,"no","no",64,47,40,,37.3,38,,300,"legal"
2743,59,2000,"working fulltime",40,"married",26,1,0,3,"no","female",,"yes",,,,"white",29925,16,"not legal","bachelor","0","a good idea",66500,1,,,66,66,43,8,44.8,73.2,"know god exists",800,"not legal"
2744,46,2000,"working parttime",20,"divorced",32,5,,,"yes","male",,"yes",,,,"white",3657,11,"not legal","lt high school","1-2","a bad idea",3657,1,,,23,36,23,4,26.5,33.1,"know god exists",,"not legal"
2745,80,2000,"retired",,"widowed",27,6,,,"yes","female","yes","yes","strongly agree",,100,"white",5985,10,"legal","lt high school",,"a bad idea",5985,3,"no","no",36,,40,,37.3,,,250,"legal"
2746,72,2000,"retired",,"married",22,6,,,"yes","male",,"yes",,,,"white",,13,,"high school","0",,24937,4,"no","no",29,,29,7,38.5,,"know god exists",500,.a
2747,73,2000,"retired",,"married",25,7,,,,"male",,"yes",,,,"white",24937,15,"not legal","high school",,"a bad idea",24937,"eight or more","no","no",50,,40,6,37.3,,"know god exists",200,"not legal"
2748,31,2000,"school",,"married",20,1,,0,"no","female","yes","yes","agree",100000,85,"white",,15,"not legal","junior college",,"a good idea",,3,,,47,22,,,,37.4,,,"not legal"
2749,58,2000,"working fulltime",24,"divorced",44,0,,0,,"male",,"yes",,,,"white",29925,17,"legal","graduate",,"a good idea",36575,1,"yes","no",72,30,65,8,76.4,38.4,"no way to find out",,"legal"
2750,39,2000,"keeping house",,"widowed",25,2,,14,"yes","female","no","yes","agree",40000,90,"white",,12,,"high school",,,12468,2,"no","no",42,,40,,37.3,,,,.a
2751,34,2000,"unempl, laid off",,"separated",23,1,,0,"yes","female","no","yes","strongly agree",30000,49,"white",,10,,"high school",,"depends",3657,2,,,51,28,,,,17.1,,,.b
2752,52,2000,"working parttime",30,"married",20,3,,,"yes","female","no","yes","agree",400000,80,"white",5985,10,"not legal","high school",,"a bad idea",29925,2,,,23,,40,,32.3,,,50,"not legal"
2753,28,2000,"working fulltime",40,"never married",,1,,,"no","male","yes","no","agree","> 1000000",80,"other",36575,18,"not legal","graduate",,"a good idea",36575,0,"yes","yes",61,74,74,,85,87,,,"not legal"
2754,25,2000,"working fulltime",50,"never married",,2,,0,,"male",,"yes",,,,"white",4322,17,"not legal","bachelor",,"a good idea",9143,0,"no","no",69,55,44,9,50.7,56.6,"know god exists",425,"not legal"
2755,22,2000,"working fulltime",38,"divorced",19,5,,0,"no","female","no","yes","strongly agree",100000,90,"white",9143,12,"not legal","high school",,"a good idea",9143,1,,,39,,34,,31.3,,,100,"not legal"
